audio,phonemes,ipa
arctic_l2/ABA/wav/arctic_a0127.wav,text = "IH1" text = "T" text = "W" text = "AA1" text = "Z" text = "AH0" text = "T" text = "EH0" text = "M" B AH0 text = "T" text = "EY1" text = "SH" text = "AH0" text = "N" text = "sp" text = "B" text = "AH1" text = "T" text = "HH" text = "IY1" text = "sp"  R* text = "IY0" S text = "IH1" text = "S" text = "T" text = "IH0" text = "D" EH text = "T" text = "sp",% % % % % % % % % b ʌ % % % % % % % % % % % % % % s % % % % % ɛ % %
arctic_l2/PNV/wav/arctic_a0378.wav,text = "DH" text = "AE1" sil text = "S" text = "W" text = "AY1" text = "IH1" sil text = "S" text = "B" text = "AW1" sil text = "D" text = "ER0" text = "IY0" text = "Z" text = "AA1" sil text = "sp" text = "AO1" N text = "sp" text = "G" OW ZH text = "D" text = "sp" EH text = "N" sil text = "JH" AA sil text = "D" text = "sp",% % ? % % % % ? % % % ? % % % % % ? % % n % % oʊ ʒ % % ɛ % ? % ɑ ? % %
arctic_l2/ASI/wav/arctic_b0433.wav,text = "sil" W* text = "IY1" text = "ER0" text = "K" UW text = "K" text = "IH0" text = "NG" text = "AA1" text = "N" text = "DH" text = "AH1" text = "K" text = "OW1" text = "L" text = "S" text = "T" text = "OW1" text = "V" text = "sp" text = "AH0" text = "N" text = "D" text = "AO1" text = "N" text = "DH" text = "IY0" text = "sp" text = "OY1" text = "L" text = "B" UH text = "N" text = "ER0" S text = "sp",% % % % % u % % % % % % % % % % % % % % % % % % % % % % % % % % ʊ % % s %
arctic_l2/LXC/wav/arctic_a0112.wav,text = "sil" text = "HH" text = "IY1" text = "W" text = "AH1" text = "Z" text = "W" text = "UW1" text = "N" text = "D" text = "IH0" text = "D" text = "IH1" text = "N" text = "DH" text = "AH0" text = "AA1"  sil text = "M" text = "sp",% % % % % % % % % % % % % % % % % % % %
arctic_l2/YBAA/wav/arctic_b0106.wav,text = "sil" text = "F" text = "AO1" R* text = "AH0" text = "F" text = "UH1" text = "L" text = "M" text = "IH1" text = "N" text = "AH0" text = "T" text = "sp" text = "DH" text = "AH0" text = "sp" text = "T" text = "UW1" text = "M" text = "EH1" text = "N" text = "sp" text = "S" text = "T" AH0 R* text = "D" text = "IH0" text = "N" text = "T" text = "UW1" text = "IY1" text = "CH" text = "AH1" text = "DH" text = "ER0" text = "Z" text = "F" text = "EY1" text = "S" text = "sp",% % % % % % % % % % % % % % % % % % % % % % % % % ʌ % % % % % % % % % % % % % % % %
arctic_l2/HQTV/wav/arctic_a0542.wav,text = "sil" text = "W" text = "IH0" text = "TH" text = "AW1" sil text = "AH0" text = "D" text = "AW1" text = "T" text = "sp" text = "S" text = "AH1" text = "M" text = "AH1" text = "V" text = "sp" text = "DH" text = "AH0" text = "M" text = "HH" EH text = "V" text = "sp" text = "D" IY text = "N" AH text = "EH0" text = "N" text = "G" text = "EY1" SH text = "M" text = "AH0" text = "N" sil sil text = "sp",% % % % % ? % % % % % % % % % % % % % % % ɛ % % % i % ʌ % % % % ʃ % % % ? ? %
arctic_l2/THV/wav/arctic_b0189.wav,text = "sil" D text = "AE1" S text = "IH1" sil text = "W" text = "AH1" sil text = "D" text = "IH0" text = "S" text = "T" text = "IH1" text = "NG" text = "G" sil text = "IH0" text = "SH" sil sil text = "sp" text = "AO1" N text = "AH0" B UH text = "S" text = "F" text = "R" text = "AH1" N D text = "AH0" text = "L" text = "OW1" UH EH text = "N" IH text = "M" text = "AH0" sil text = "Z" text = "sp",% d % s % ? % % ? % % % % % % % ? % % ? ? % % n % b ʊ % % % % n d % % % ʊ ɛ % ɪ % % ? % %
arctic_l2/SVBI/wav/arctic_b0215.wav,text = "sil" text = "IH0" D text = "IH1" S text = "sp" text = "AH0" text = "G" text = "UH1" text = "D" text = "P" text = "R" text = "AA1" text = "P" AO T* text = "IY0" text = "sp" text = "AE1" text = "N" text = "D" text = "W" UH sil text = "sp" text = "M" text = "AO1" R* text = "DH" text = "AH0" text = "N" text = "DH" text = "AE1" text = "T" text = "sp",% % d % s % % % % % % % % % ɔ % % % % % % % ʊ ? % % % % % % % % % % %
arctic_l2/HKK/wav/arctic_a0081.wav,text = "sil" text = "HH" text = "W" text = "AH1" text = "T" text = "IH0" text = "F" text = "SH" text = "IY1" text = "D" IY1 text = "D" text = "N" text = "AA1" text = "T" text = "K" text = "AH1" text = "M" text = "T" text = "IH0" D text = "AH0" text = "R" text = "AA1" text = "K",% % % % % % % % % % i % % % % % % % % % d % % % %
arctic_l2/RRBI/wav/arctic_a0005.wav,text = "sil"  V text = "IH1" text = "L"  V text = "IY1" text = "EH1" text = "V"  AH text = "F" text = "AO0" text = "R" text = "G" text = "EH1" text = "T" text = "IH1" text = "T" text = "sil",% % % % % % % % % % % % % % % % % %
arctic_l2/MBMPS/wav/arctic_a0045.wav,text = "sil" text = "HH" text = "IY1" text = "M" text = "UW1" text = "V" text = "D" text = "sp" text = "AH0" text = "W" text = "EY1" text = "sp" text = "AE1" text = "Z" text = "K" text = "W" IY1 sil K text = "L" text = "IY0" text = "AE1" text = "Z" text = "HH" text = "IY1" text = "HH" text = "AE1" text = "D" text = "sp" text = "K" AA1 text = "M" text = "sp",% % % % % % % % % % % % % % % % i ? k % % % % % % % % % % % ɑ % %
arctic_l2/NJS/wav/arctic_a0052.wav,text = "sil" text = "IH1" text = "T" text = "W" text = "AH1"  S text = "AH0" text = "K" text = "Y" text = "UH1" text = "R" text = "IY0"  sil text = "S" text = "K" text = "OW0" text = "IH1" text = "N" text = "S" text = "IH0" text = "D" text = "AH0" text = "N" text = "S" text = "sp",% % % % % % % % % % % % % % % % % % % % % % % % %
arctic_l2/HKK/wav/arctic_a0303.wav,text = "sil" text = "B" text = "AH1"  sil text = "DH" text = "EY1" text = "M" text = "EY1"  sil text = "DH" text = "AH0" text = "M" text = "IH0" text = "S" text = "T" text = "EY1" text = "K" text = "AH1" text = "V" text = "IH0" text = "G" text = "N" text = "AO1" text = "R" text = "IH0" text = "NG" text = "DH" text = "EH1" text = "R"  AO text = "N" text = "D"  Y text = "UW0"  AA text = "L" text = "AH0" text = "T" text = "IY0" text = "sp",% % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % %
arctic_l2/TLV/wav/arctic_a0364.wav,text = "sil" text = "W" text = "IY1" text = "HH" EH F text = "sp" B text = "L" text = "EH1" text = "N" text = "T" text = "IY0" text = "AH1" B text = "sp" text = "K" text = "AE1" text = "P" text = "IH0" text = "T" text = "AH0" sil text = "AA0" UH text = "S" text = "EH1" sil text = "V" S text = "sp" text = "AE1" text = "N" text = "D" text = "Y" text = "EH1" text = "T" text = "W" text = "IY1" text = "sp" text = "W" text = "AA1" text = "N" text = "T" text = "sp" text = "M" text = "AO1" sil text = "sp",% % % % ɛ f % b % % % % % % b % % % % % % % ? % ʊ % % ? % s % % % % % % % % % % % % % % % % % ? %
arctic_l2/HQTV/wav/arctic_a0067.wav,text = "sil" text = "SH" text = "UH1" sil text = "L" text = "IY0" text = "AY1" text = "W" text = "IH1" W text = "IH0" sil text = "S" text = "K" IY0 text = "UW1" sil text = "sp" text = "Y" text = "UW1" S text = "IY1" text = "K" text = "R" text = "AY1" sil text = "sp",% % % ? % % % % % w % ? % % i % ? % % % s % % % % ? %
arctic_l2/BWC/wav/arctic_a0096.wav,text = "P" text = "ER0" text = "HH" text = "AE1" T text = "S" text = "SH" text = "IY1" text = "HH" text = "AE1" text = "D" text = "AO0" text = "R" AE1 text = "D" text = "IY0" text = "M" IY1 text = "T" text = "HH" text = "ER0" text = "F" text = "EY1" S text = "AH0" text = "L" IY1 text = "T" text = "AH0" sil text = "D" text = "IY1" text = "P" text = "ER0" text = "IH1" text = "N" D text = "AH1" text = "F" text = "AO1" text = "R" text = "AH0" text = "S" text = "T" text = "sp",% % % % t % % % % % % % % æ % % % i % % % % % s % % i % % ? % % % % % % d % % % % % % % %
arctic_l2/NJS/wav/arctic_a0071.wav,text = "sil"  sil text = "W" text = "AH1" text = "T" text = "W" text = "AH1"  S text = "DH" text = "IY0" text = "AA1" text = "B"  ZH text = "EH0" text = "K"  sil text = "AH1"  F text = "Y" text = "UH1" text = "R" text = "L"  IY text = "T" text = "AH0" text = "L" text = "S" text = "EH0" text = "N" text = "S" text = "EY1" text = "SH" text = "AH0" text = "N" text = "sp",% % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % %
arctic_l2/NCC/wav/arctic_a0045.wav,text = "sil" text = "HH" text = "IY1" text = "M" text = "UW1" text = "V" text = "D" text = "AH0" text = "W" text = "EY1" text = "AE1" S text = "K" text = "W" IH sil K text = "L" text = "IY0" text = "AE1" text = "Z" text = "HH" text = "IY1" text = "HH" text = "AE1" text = "D" text = "K" text = "AH1" text = "M" text = "sp",% % % % % % % % % % % s % % ɪ ? k % % % % % % % % % % % % %
arctic_l2/EBVS/wav/arctic_a0039.wav,text = "sil" text = "DH" text = "AH0" text = "SH" text = "IH1" text = "P" text = "sp"  CH text = "UH1" text = "D"  V text = "IY1" text = "sp" text = "IH1" text = "N" text = "W" text = "IH0" text = "DH" text = "IH1" text = "N" text = "AH0" text = "W" text = "IY1" text = "K" text = "sp" text = "ER0" text = "T" text = "EH1" text = "N" text = "D" text = "EY1"  S text = "sp",% % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % %
arctic_l2/TLV/wav/arctic_a0041.wav,text = "sil" text = "M" text = "IY1" text = "N" text = "W" text = "AY2" sil text = "sp" AA* W text = "G" text = "OW1" text = "AW1" sil text = "T" text = "AH0" text = "sp" text = "B" text = "R" EH TH text = "sp" text = "AH0" text = "S" text = "P" text = "EH1" W text = "sp",% % % % % % ? % % w % % % ? % % % % % ɛ θ % % % % % w %
arctic_l2/MBMPS/wav/arctic_a0303.wav,text = "sil" text = "B" text = "AH1" text = "T" D text = "EY1" text = "sp" text = "M" text = "EY1" text = "K" text = "sp" sil text = "AH1" text = "M" text = "IH0" text = "S" text = "T" text = "EY1" text = "K" text = "AH1" text = "V" text = "IH0" text = "G" text = "N" text = "AO1" text = "R" text = "IH0" N D text = "EH1" text = "R" text = "sp" text = "OW1" text = "N" text = "sp" text = "D" text = "UW0" AA1 text = "L" text = "AH0" text = "T" text = "IY0" text = "sp",% % % % d % % % % % % ? % % % % % % % % % % % % % % % n d % % % % % % % % ɑ % % % % %
arctic_l2/TLV/wav/arctic_b0106.wav,text = "sil" text = "F" text = "AO1" sil text = "AH0" text = "F" UW sil text = "M" IY text = "N" text = "AH0" TH text = "sp" D text = "AH0" text = "sp" text = "T" text = "UW1" text = "M" AE text = "N" text = "S" text = "T" AA text = "R" IH text = "sp" text = "IH0" text = "N" text = "T" text = "UW1" text = "sp" text = "IY1" text = "CH" SH text = "AH1" D AH sil text = "F" text = "EY1" text = "S",% % % ? % % u ? % i % % θ % d % % % % % æ % % % ɑ % ɪ % % % % % % % % ʃ % d ʌ ? % % %
arctic_l2/SKA/wav/arctic_a0005.wav,text = "sil" text = "W"  EH text = "L" text = "W" text = "IY1" text = "EH1" text = "V" text = "ER0" text = "F" text = "AO0" text = "R" text = "G" text = "EH1" text = "T" text = "IH0"  sil text = "sp",% % % % % % % % % % % % % % % % % %
arctic_l2/NCC/wav/arctic_a0006.wav,text = "sil" text = "G" text = "AA1" text = "D" text = "B" text = "L" text = "EH1" text = "S" text = "AH0" text = "M" text = "sp" text = "AY1" text = "HH" text = "OW1" text = "P" text = "AY1" text = "L" text = "G" text = "OW1" text = "AA1" text = "N" text = "S" text = "IY1" text = "IH0" text = "NG" D text = "EH1" text = "M" text = "F" text = "ER0" text = "EH1" text = "V" text = "ER0" text = "sp",% % % % % % % % % % % % % % % % % % % % % % % % % d % % % % % % % %
arctic_l2/HQTV/wav/arctic_a0128.wav,text = "sil" D text = "IH1" text = "S" text = "W" text = "AH1" text = "N" text = "HH" AO text = "P" text = "sp" text = "W" text = "AH1" sil text = "D" text = "IH0" text = "S" text = "T" text = "R" text = "OY1" sil text = "AE1" text = "Z" text = "sp" sil text = "W" text = "IH1" text = "K" text = "L" text = "IY0" text = "AE1" text = "Z" text = "sp" text = "IH1" S text = "W" text = "AH1" text = "Z" P text = "AO1" sil text = "N" text = "sp",% d % % % % % % ɔ % % % % ? % % % % % % ? % % % ? % % % % % % % % % s % % % p % ? % %
arctic_l2/HJK/wav/arctic_a0038.wav,text = "sil" text = "W" text = "IH1" text = "L" text = "HH" text = "AE1" text = "V" text = "T" text = "UW1" text = "W" text = "AO1" text = "CH" text = "AA1" text = "R" text = "CH" text = "AE1" text = "N" text = "S" text = "IH0" S text = "sp",% % % % % % % % % % % % % % % % % % % s %
arctic_l2/SKA/wav/arctic_a0116.wav,text = "sil" text = "W" text = "AO1" text = "Z" text = "IH0" text = "T" text = "DH" text = "AH1"  R* text = "AA1" text = "N" text = "D" text = "IH0" text = "V" text = "UW2" text = "sp" text = "AH1" text = "V" S text = "OW1" S text = "HH" text = "UW1" text = "W" EH1  R* IH0 text = "S" text = "T" AA1 R text = "V" text = "IH0" text = "NG" text = "sp" text = "T" text = "UW1" text = "W" text = "ER1" text = "K" text = "HH" text = "IH1" text = "Z"  R* text = "UW1" text = "AH0" text = "N" text = "sp",% % % % % % % % % % % % % % % % % % s % s % % % ɛ % ɪ % % ɑ ɹ % % % % % % % % % % % % % % % % %
arctic_l2/BWC/wav/arctic_b0456.wav,text = "HH" text = "IY1" text = "W" text = "AH1" S text = "AH0" sil text = "AE0" sil text = "F" text = "IH1" text = "B" text = "IY0" text = "AH0" text = "N" text = "AE1" text = "N" text = "D" text = "AH0" text = "M" AH1 NG text = "T" text = "IH0" text = "N" text = "IH2" text = "R" text = "sp",% % % % s % ? % ? % % % % % % % % % % % ʌ ŋ % % % % % %
arctic_l2/NJS/wav/arctic_b0434.wav,text = "sil" D text = "AH0" text = "S" text = "T" text = "UW1" text = "ER0" sil text = "HH" text = "AE1" S text = "JH" text = "AH1" text = "S" text = "T" text = "T" text = "EH1" text = "N" text = "D" text = "ER0" sil text = "M" text = "IY1" text = "AH0" text = "R" text = "IH0" text = "S" text = "P" text = "EH1" text = "K" text = "T" text = "F" text = "AH0" text = "L" text = "sp" text = "B" IY1 text = "T" text = "AH1" text = "V" text = "AH0" text = "D" text = "V" text = "AY1" text = "S" text = "sp",% d % % % % % ? % % s % % % % % % % % % ? % % % % % % % % % % % % % % % i % % % % % % % % %
arctic_l2/NJS/wav/arctic_b0298.wav,text = "HH" IY1 S text = "HH" text = "AE1" text = "N" text = "D" text = "sp" text = "SH" text = "AA1" text = "T" text = "sp" text = "AW1" text = "T" text = "sp" text = "AE1" text = "N" text = "D" text = "K" text = "L" text = "AH1" text = "CH" text = "T" text = "sp" text = "K" text = "R" text = "UH1" text = "K" sil text = "D" text = "L" text = "EH1" text = "G" text = "B" text = "AY1" D text = "AH0" text = "N" text = "EH1" text = "K" text = "sp",% i s % % % % % % % % % % % % % % % % % % % % % % % % % ? % % % % % % d % % % % %
arctic_l2/HQTV/wav/arctic_a0106.wav,text = "sil" text = "DH" text = "AH0" text = "IH0" text = "M" text = "OW1" text = "SH" text = "AH0" text = "N" text = "sp" text = "HH" text = "W" text = "IH1" text = "CH" text = "sp" text = "SH" text = "IY1" text = "HH" text = "AE1" Z text = "S" text = "AH0" text = "P" text = "R" text = "EH1" text = "S" sil text = "sp" text = "B" text = "ER1" text = "S" text = "T" text = "F" text = "AO1" text = "R" T text = "sp" text = "N" text = "AW1" text = "IH1" D text = "AH0" text = "CH" AO text = "K" text = "IH0" sil text = "S" text = "AA1" F text = "sp",% % % % % % % % % % % % % % % % % % % z % % % % % % ? % % % % % % % % t % % % % d % % ɔ % % ? % % f %
arctic_l2/PNV/wav/arctic_b0380.wav,text = "HH" text = "IY1" text = "HH" EH T text = "sp" text = "P" text = "IY1" W text = "D" text = "AO1" V text = "HH" text = "IH1" S text = "SH" UH text = "T" text = "sp" EH text = "N" sil text = "W" text = "AA1" text = "Z" text = "W" text = "AY1" sil text = "D" text = "L" text = "IY0" text = "W" text = "EY1" text = "V" text = "IH0" N text = "IH0" text = "T" text = "sp",% % % ɛ t % % % w % % v % % s % ʊ % % ɛ % ? % % % % % ? % % % % % % % n % % %
arctic_l2/ERMS/wav/arctic_a0047.wav,text = "sil" K* text = "L" text = "OW1" text = "S" text = "B" text = "IH0" text = "S" text = "AY1" text = "D" text = "HH" text = "IH1" text = "M" text = "G" text = "L" text = "IY1" text = "M" text = "D" text = "sp" D text = "IY0" text = "W" text = "AY1" text = "T" text = "F" AA* text = "NG" S text = "sp" text = "AH1" text = "V" D text = "AH0" text = "W" AO text = "L" text = "F" text = "D" text = "AO1" K text = "sp",% % % % % % % % % % % % % % % % % % % d % % % % % % % s % % % d % % ɔ % % % % k %
arctic_l2/NCC/wav/arctic_b0531.wav,text = "sil" text = "AY1" text = "M" text = "SH" text = "UH1" text = "R" text = "IH1" text = "T" text = "M" text = "AH1" text = "S" text = "T" text = "HH" text = "AE1" text = "V" text = "B" IY1 NG text = "S" text = "AH1" text = "M" text = "AE0" text = "D" text = "V" text = "EH1" text = "N" text = "CH" text = "ER0" text = "sp",% % % % % % % % % % % % % % % % i ŋ % % % % % % % % % % %
arctic_l2/PNV/wav/arctic_b0481.wav,text = "sil" text = "DH" text = "AH0" text = "T" text = "AE1" text = "S" text = "K" text = "sp" text = "W" text = "IY1" text = "S" text = "EH1" text = "T" text = "sp" text = "AW0" AH text = "S" text = "EH1" W sil text = "Z" text = "sp" text = "W" AH sil text = "TH" F text = "R" text = "IY1" text = "F" text = "OW2" sil text = "D" text = "sp",% % % % % % % % % % % % % % % ʌ % % w ? % % % ʌ ? % f % % % % ? % %
arctic_l2/TXHC/wav/arctic_a0040.wav,text = "sil" text = "AY1" text = "S" text = "AH0" text = "P" text = "OW1" S text = "Y" text = "UW1" text = "W" text = "AH1" text = "N" text = "D" text = "ER0" text = "W" text = "AY1" text = "SH" text = "IY1" IY1 S text = "K" text = "AH1" text = "M" text = "IH0" text = "NG" AA* text = "P" text = "HH" text = "IY1" text = "R",% % % % % % s % % % % % % % % % % % i s % % % % % % % % % %
arctic_l2/TLV/wav/arctic_a0008.wav,text = "sil" text = "G" text = "AE1" T text = "sp" text = "Y" text = "UH1" sil text = "L" text = "EH1" text = "T" AH0 text = "K" text = "EY1" text = "M" text = "JH" text = "AH1" sil text = "T" text = "IH1" text = "N" text = "T" text = "AY1" text = "M" text = "sp",% % % t % % % ? % % % ʌ % % % % % ? % % % % % % %
arctic_l2/BWC/wav/arctic_b0393.wav,text = "sil" text = "AY1" text = "W" text = "AH1" S text = "S" text = "T" text = "IH1" W text = "W" text = "IY1" text = "K" text = "F" text = "R" text = "AH1" text = "M" text = "M" text = "AY1" text = "P" sil text = "AH0" text = "L" text = "AO1" text = "NG" text = "D" text = "sp" text = "IH0" text = "M" text = "ER1" text = "ZH" text = "AH0" text = "N" text = "sp",% % % % s % % % w % % % % % % % % % % ? % % % % % % % % % % % % %
arctic_l2/ASI/wav/arctic_b0315.wav,text = "sil" text = "AH0" text = "N" text = "D" text = "DH" text = "IH1" text = "S" text = "W" text = "AH1" text = "Z" Z text = "EH1" sil text = "S" text = "OW1" text = "L" text = "K" text = "AA2" text = "N" W AH0 Z text = "EY1" text = "SH" text = "AH0" text = "N" T R* text = "UW0" text = "AW1" sil D text = "AH0" text = "M" text = "IY1" text = "L" text = "sp",% % % % % % % % % % z % ? % % % % % % w ʌ z % % % % t % % % ? d % % % % %
arctic_l2/YKWK/wav/arctic_a0058.wav,text = "sil" text = "AY1" text = "K"  EH text = "M" text = "F" text = "AO1"  sil text = "IH2" text = "N" text = "F"  AX text = "M" text = "EY1" text = "SH" text = "AH0" text = "N" text = "sil" text = "M" text = "AO1"  sil text = "AW1"  R text = "AH1" text = "V" text = "K" text = "Y" text = "UH2" R* text = "IY0" text = "AA1" text = "S" text = "AH0" text = "T" text = "IY0" text = "DH" text = "AE1" text = "N" text = "EH1" text = "N" text = "IY0" text = "TH" text = "IH2" text = "NG" text = "EH1" text = "L" text = "S" text = "sil",% % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % %
arctic_l2/TNI/wav/arctic_a0105.wav,text = "sil" text = "OW1" text = "N" text = "L" text = "IY0" text = "sil" text = "IH1" text = "T" text = "IH1" text = "Z" text = "S" text = "OW1" text = "W" text = "AH1" text = "N" text = "D" text = "ER0" text = "F" text = "AH0" text = "L" text = "sil" text = "S" text = "OW1" text = "AO1" R text = "M" text = "OW2" text = "S" text = "T" text = "sil" text = "IH0" text = "M" B text = "AA1" text = "S" text = "AH0" text = "B" text = "AH0" text = "L" D text = "UW1" text = "B" text = "IH0" text = "L" text = "IY1" text = "V" text = "sil",% % % % % % % % % % % % % % % % % % % % % % % % ɹ % % % % % % % b % % % % % % d % % % % % % %
arctic_l2/NJS/wav/arctic_a0112.wav,text = "HH" text = "IY1" text = "W" text = "AH1" S text = "W" AO1 text = "N" text = "D" text = "IH0" text = "D" IY1 text = "N" D EH0 text = "AA1" text = "R" text = "M",% % % % s % ɔ % % % % i % d ɛ % % %
arctic_l2/BWC/wav/arctic_a0079.wav,text = "sil" text = "IH1" text = "T" text = "W" text = "AO1" S text = "AH0" text = "L" text = "AA1" text = "R" SH text = "sp" text = "K" AA0 text = "N" OW1 text = "sp",% % % % % s % % % % ʃ % % ɑ % oʊ %
