audio,phonemes,ipa
arabic_speech_corpus/wav/ARA NORM  1609.wav,sil < a w s b a r a sil w a t a < a w ss a r a sil w a t i0 < a w S uu0' < i1 n sil w a s a' << i1 n sil t a s a rr u0 < a uu0 sil, ʔ a w s b a r a  w a t a ʔ a w s a r a  w a t i ʔ a w sˤ u ʔ ɪ n  w a s a ʔ ɪ n  t a s a r u ʔ a u 
arabic_speech_corpus/wav/ARA NORM  0738.wav,sil t a bb uu0 s a' ww a r a sil w a t a bb uu0' s a r a sil w a t u0 bb uu0' s a sil t a s i0' bb uu0 sil, t a b u s a w a r a  w a t a b u s a r a  w a t u b u s a  t a s i b u 
arabic_speech_corpus/wav/ARA NORM  1783.wav,sil h aa' s b a r a sil w a t a h aa' ss a r a sil w a t i0 h AA S uu0' h i1 n sil w a s a' hh i1 n sil t a s a' rr u0 h a sil, h ɑ s b a r a  w a t a h ɑ s a r a  w a t i h ɑ sˤ u h ɪ n  w a s a h ɪ n  t a s a r u h a 
arabic_speech_corpus/wav/ARA NORM  1461.wav,sil * a w S b a r a sil w a t a * a w SS A r a sil w a t u0 * a' w S A * u1 n sil w a s a' ** u1 n sil t A S A rr u0 * a uu0 sil, ð a w sˤ b a r a  w a t a ð a w sˤ ɑ r a  w a t u ð a w sˤ ɑ ð o̞ n  w a s a ð o̞ n  t ɑ sˤ ɑ r u ð a u 
arabic_speech_corpus/wav/ARA NORM  1727.wav,sil E uu0' s b a r a sil w a t a E uu0' ss a r a sil w a t i0 E UU0 S uu0' E i1 n sil w a s a' EE i1 n sil t a s a' rr u0 E uu0 sil, ʕ u s b a r a  w a t a ʕ u s a r a  w a t i ʕ u sˤ u ʕ ɪ n  w a s a ʕ ɪ n  t a s a r u ʕ u 
arabic_speech_corpus/wav/ARA NORM  1706.wav,sil D uu0' s b a r a sil w a t A D uu0' ss a r a sil w a t I0 D UU0 S UU0' D I1 n sil w a s A' DD I1 n sil t a s a' rr U0 D uu0 sil, dˤ u s b a r a  w a t ɑ dˤ u s a r a  w a t i dˤ u sˤ u dˤ ɪ n  w a s ɑ dˤ ɪ n  t a s a r o̞ dˤ u 
arabic_speech_corpus/wav/ARA NORM  1652.wav,sil d aa' s b a r a sil w a t a d aa' ss a r a sil w a t i0 d AA S uu0' d i1 n sil w a s a' dd i1 n sil t a s a' rr u0 d aa sil, d ɑ s b a r a  w a t a d ɑ s a r a  w a t i d ɑ sˤ u d ɪ n  w a s a d ɪ n  t a s a r u d ɑ 
arabic_speech_corpus/wav/ARA NORM  0915.wav,sil w a h u0 n aa' k a S U0' w a r u1 n l i0 l ii0 n uu0' n a sil < a' ll a * ii0 q U0' t i0 l a f ii0' n y uu0 y uu0' r k a sil E aa' m a < a' l f i1 n w a t i0' s E i0 m i0' < a t i1 n w a ^ a m aa n ii0' n sil w a' h u0 w a y a' E z i0 f u0 E a' l a l q II0 ^ aa' r i0 sil f i0 H t i0 f aa l aa' t i0 sil < aa' b ii0 r uu0' d a sil, w a h u n ɑ k a sˤ o̞ w a r o̞ n l i l i n u n a  ʔ a l a ð i q o̞ t i l a f i n j u j u r k a  ʕ ɑ m a ʔ a l f ɪ n w a t i s ʕ i m i ʔ a t ɪ n w a θ a m ɑ n i n  w a h u w a j a ʕ z i f u ʕ a l a l q ɪ θ ɑ r i  f i ħ t i f ɑ l ɑ t i  ʔ ɑ b i r u d a 
arabic_speech_corpus/wav/ARA NORM  0755.wav,sil t a HH u0 s a' ww a r a sil w a t a HH u0' s a r a sil w a t u0' HH u0 s a sil t a s i0' HH u0 sil, t a ħ u s a w a r a  w a t a ħ u s a r a  w a t u ħ u s a  t a s i ħ u 
arabic_speech_corpus/wav/ARA NORM  1434.wav,sil j a w S b a r a sil w a t a j a w SS A r a sil w a t u0 j a' w S A j u1 n sil w a s a' jj u1 n sil t A S A rr u0 j a uu0 sil, ʒ a w sˤ b a r a  w a t a ʒ a w sˤ ɑ r a  w a t u ʒ a w sˤ ɑ ʒ o̞ n  w a s a ʒ o̞ n  t ɑ sˤ ɑ r u ʒ a u 
arabic_speech_corpus/wav/ARA NORM  0075.wav,sil y u w aa' j i0 h u0 m u0 E t a' n I0 q UU0 l < i0 s l aa' m i0 l j u0' d u0 d u0 S U0 E uu0 b aa' t i1 n f i0 SS I0 y aa' m i0 n A' Z A r a n l I0 T UU0' l i0 f a' t r a t i0 nn a h aa' r i0 sil x I0 l aa' l a $ a' h r i0 r a m A D AA' n a < a' ll a t i0 t A' S I0 l u0 < I0' l aa ^ a m aa' n i0 y a E a' $ r a t a s aa' E a t a n f i0 l y a' w m sil, j u w ɑ ʒ i h u m u ʕ t a n i q u l ʔ i s l ɑ m i l ʒ u d u d u sˤ o̞ ʕ u b ɑ t ɪ n f i sˤ i j ɑ m i n ɑ ðˤ ɑ r a n l i t u l i f a t r a t i n a h ɑ r i  x i l ɑ l a ʃ a h r i r a m ɑ dˤ ɑ n a ʔ a l a t i t ɑ sˤ i l u ʔ i l ɑ θ a m ɑ n i j a ʕ a ʃ r a t a s ɑ ʕ a t a n f i l j a w m 
arabic_speech_corpus/wav/ARA NORM  0646.wav,sil q AA' l a b aa H i0 ^ uu0' n a f a r a n s ii0 y uu0' n a < i0' nn a h u1 m < i0 b t a' k a r uu0 r U0 q AA' q A t A n < i0 l i0 k t r uu0 n ii0' y a t a n S A g II0' r a t a n sil q A' d t u0 s aa' E i0 d u0 l m a $ l uu0 l ii0' n a E a' l a l m a' $ y i0 b i0 s t I0 q l aa l ii0' y a t i1 n sil, q ɑ l a b ɑ ħ i θ u n a f a r a n s i j u n a ʔ i n a h o̞ m ʔ i b t a k a r u r o̞ q ɑ q ɑ t ɑ n ʔ i l i k t r u n i j a t a n sˤ ɑ ɣ ɪ r a t a n  q ɑ d t u s ɑ ʕ i d u l m a ʃ l u l i n a ʕ a l a l m a ʃ j i b i s t i q l ɑ l i j a t ɪ n 
arabic_speech_corpus/wav/ARA NORM  0462.wav,sil < i0' * k aa' n a y u0 E t A' q A d u0 f i0 ss aa' b I0 q I0 < a' nn a h aa' * aa l m a' r A D A y A q t A' S I0 r u0 E a' l aa s u0 kk aa' n i0 H a' w D I0 l b a' H r i0 l m u0 t a w a' ss I0 T I0 sil, ʔ i ð k ɑ n a j u ʕ t ɑ q ɑ d u f i s ɑ b i q i ʔ a n a h ɑ ð ɑ l m a r ɑ dˤ ɑ j ɑ q t ɑ sˤ i r u ʕ a l ɑ s u k ɑ n i ħ a w dˤ i l b a ħ r i l m u t a w a s i t i 
arabic_speech_corpus/wav/ARA NORM  0176.wav,sil w a y A D U0' mm u0 l m i0 h r a j aa' n u0 ll a * ii0 t a' mm a t a < j ii0' l u0 h u0 m i0' n $ a' h r i0 s i0 b t a' m b a r < a y l uu0' l a l m AA' D II0 sil b i0 s a' b a b i0 ZZ U0 r uu0' f i0 ss i0 y aa s ii0' y a t i0 w a l < a m n ii0' y a t i0 f ii0' m I0' S r a h aa' * a l E aa' m i0 m u0 s aa b A q A t a' y n i0 sil, w a j ɑ dˤ o̞ m u l m i h r a ʒ ɑ n u l a ð i t a m a t a ʔ ʒ i l u h u m i n ʃ a h r i s i b t a m b a r ʔ a j l u l a l m ɑ dˤ ɪ  b i s a b a b i ðˤ o̞ r u f i s i j ɑ s i j a t i w a l ʔ a m n i j a t i f i m i sˤ r a h ɑ ð a l ʕ ɑ m i m u s ɑ b ɑ q ɑ t a j n i 
arabic_speech_corpus/wav/ARA NORM  1467.wav,sil r I0' S b a r a sil w a t a r I0' SS A r a sil w a t u0 r I0' S A r u1 n sil w a s a' rr u1 n sil t A S A' rr u0 r i0 sil, r i sˤ b a r a  w a t a r i sˤ ɑ r a  w a t u r i sˤ ɑ r o̞ n  w a s a r o̞ n  t ɑ sˤ ɑ r u r i 
arabic_speech_corpus/wav/ARA NORM  1445.wav,sil x A' S b a r a sil w a t a x A' SS A r a sil w a t u0 x A' S A x U1 n sil w a s a' xx U1 n sil t A S A' rr u0 x A sil, x ɑ sˤ b a r a  w a t a x ɑ sˤ ɑ r a  w a t u x ɑ sˤ ɑ x o̞ n  w a s a x o̞ n  t ɑ sˤ ɑ r u x ɑ 
arabic_speech_corpus/wav/ARA NORM  0695.wav,sil < a' dd aa E t I0 q AA' l u0 T AA' l i0 b i1 n f i0 l q AA h i0' r a t i0 w a b i0 H a w z a' t i0 h i0 n u0' s x A t U1 n m i0' n r i0 w aa' y a t i0 j uu0' r j < uu0 r w ii0' l sil < a' l f u1 n w a t i0' s E u0 m i0' < a t i1 n sil w a < a r b a' E t u1 n w a ^ a m aa n uu0' n a sil < i0' l aa E a' w d a t i0 l < i0 h t i0 m aa' m i0 h aa' * i0 h i0 rr i0 w aa' y a t i0 f ii0' m I0' S r a sil, ʔ a d ɑ ʕ t i q ɑ l u t ɑ l i b ɪ n f i l q ɑ h i r a t i w a b i ħ a w z a t i h i n u s x ɑ t o̞ n m i n r i w ɑ j a t i ʒ u r ʒ ʔ u r w i l  ʔ a l f o̞ n w a t i s ʕ u m i ʔ a t ɪ n  w a ʔ a r b a ʕ t o̞ n w a θ a m ɑ n u n a  ʔ i l ɑ ʕ a w d a t i l ʔ i h t i m ɑ m i h ɑ ð i h i r i w ɑ j a t i f i m i sˤ r a 
arabic_speech_corpus/wav/ARA NORM  0949.wav,sil w a < A D AA' f a t i0 l j a m E ii0' y a t u0 sil < a' nn a l < A T E i0' m a t a l T AA z i0' j a t a sil m i0' ^ l a l f i0' j l i0 sil w a TT A m AA' T I0 m i0 sil w a l k a' r a z i0 sil w a l f a r aa uu0 l a t i0 sil w a l j a' z a r i0 sil w a $ a r aa' < i0 H i0 tt u0 ff aa' H i0 sil t u0 E t a' b a r u0 m i0' n a l w a j a b aa' t i0 l x A f ii0' f a t i0 sil < a l m i0 ^ aa l ii0' y a t i0 < a ^ n aa' < a ss a' f a r i0 sil, w a ʔ ɑ dˤ ɑ f a t i l ʒ a m ʕ i j a t u  ʔ a n a l ʔ ɑ t ʕ i m a t a l t ɑ z i ʒ a t a  m i θ l a l f i ʒ l i  w a t ɑ m ɑ t i m i  w a l k a r a z i  w a l f a r ɑ u l a t i  w a l ʒ a z a r i  w a ʃ a r ɑ ʔ i ħ i t u f ɑ ħ i  t u ʕ t a b a r u m i n a l w a ʒ a b ɑ t i l x ɑ f i f a t i  ʔ a l m i θ ɑ l i j a t i ʔ a θ n ɑ ʔ a s a f a r i 
arabic_speech_corpus/wav/ARA NORM  1179.wav,sil t A SS AA S A' ww a r a sil w a t A SS AA' S A r a sil w a t U0 SS AA' S A sil t A S A' SS A sil, t ɑ sˤ ɑ sˤ ɑ w a r a  w a t ɑ sˤ ɑ sˤ ɑ r a  w a t o̞ sˤ ɑ sˤ ɑ  t ɑ sˤ ɑ sˤ ɑ 
arabic_speech_corpus/wav/ARA NORM  0520.wav,sil w a E a dd a' t h aa x U0' T w a t a n m u0 h i0' mm a t a n l i0 dd ii0 m U0 q r AA T II0' y a t i0 f i0 l b i0 l aa' d i0 sil, w a ʕ a d a t h ɑ x o̞ t w a t a n m u h i m a t a n l i d i m o̞ q r ɑ t ɪ j a t i f i l b i l ɑ d i 
arabic_speech_corpus/wav/ARA NORM  1757.wav,sil k a w s b a r a sil w a t a k a w ss a r a sil w a t i0 k a w S uu0' k i1 n sil w a s a' kk i1 n sil t a s a rr u0 k a uu0 sil, k a w s b a r a  w a t a k a w s a r a  w a t i k a w sˤ u k ɪ n  w a s a k ɪ n  t a s a r u k a u 
arabic_speech_corpus/wav/ARA NORM  0862.wav,sil g A w S b a r a sil w a t a g A w SS A r a sil w a t u0 g A' w S A g U1 n sil w a s a' gg U1 n sil t A S A rr u0 g A uu0 sil, ɣ ɑ w sˤ b a r a  w a t a ɣ ɑ w sˤ ɑ r a  w a t u ɣ ɑ w sˤ ɑ ɣ o̞ n  w a s a ɣ o̞ n  t ɑ sˤ ɑ r u ɣ ɑ u 
arabic_speech_corpus/wav/ARA NORM  0997.wav,sil t i0' l k a x U0 l AA' S A t U0 d i0 r aa' s a t i1 n t a H l ii0 l ii0' y a t i1 n b i0 E u0 n w aa' n i0 sil < a SS UU0' r a t u0 $$ i0 rr ii0' r a t u0 l i0 l E a' r a b i0 f i0 ss ii0' n a m aa l < a m i0 r i0 k ii0' y a t i0 sil l i0 l b aa' H i0 ^ i0 l < a m i0 r i0 k ii0' y i0 m i0' n < U0 S UU0' l i1 n l u0 b n aa n ii0' y a t i1 n sil j aa' k $ aa h ii0' n sil, t i l k a x o̞ l ɑ sˤ ɑ t o̞ d i r ɑ s a t ɪ n t a ħ l i l i j a t ɪ n b i ʕ u n w ɑ n i  ʔ a sˤ u r a t u ʃ i r i r a t u l i l ʕ a r a b i f i s i n a m ɑ l ʔ a m i r i k i j a t i  l i l b ɑ ħ i θ i l ʔ a m i r i k i j i m i n ʔ o̞ sˤ u l ɪ n l u b n ɑ n i j a t ɪ n  ʒ ɑ k ʃ ɑ h i n 
arabic_speech_corpus/wav/ARA NORM  0807.wav,sil t a EE a w s a' ww a r a sil w a t a EE a' w s a r a sil w a t u0 EE a' w s a sil t a s i0 EE a uu0 sil, t a ʕ a w s a w a r a  w a t a ʕ a w s a r a  w a t u ʕ a w s a  t a s i ʕ a u 
arabic_speech_corpus/wav/ARA NORM  1453.wav,sil d U0' S b a r a sil w a t a d U0' SS A r a sil w a t u0 d U0' S A d u1 n sil w a s a' dd u1 n sil t A S A' rr u0 d u0 sil, d o̞ sˤ b a r a  w a t a d o̞ sˤ ɑ r a  w a t u d o̞ sˤ ɑ d o̞ n  w a s a d o̞ n  t ɑ sˤ ɑ r u d u 
arabic_speech_corpus/wav/ARA NORM  0175.wav,sil w a t a' H t a < i0 $ r aa' f i0 r a < ii0' s i0 l m A S l a' H a t i0 m i0' n t a < s ii0' s i0 < a' ww a l a f i0' r q A t I1 n m uu0 s ii0 q II0' y a t i1 n sil < a f r aa' d u0 h aa m i0' n a l < A T f aa' l i0 l m a' r D AA l m U0 q II0 m ii0' n a b i0 l m u0 s t a' $ f aa sil, w a t a ħ t a ʔ i ʃ r ɑ f i r a ʔ i s i l m ɑ sˤ l a ħ a t i m i n t a ʔ s i s i ʔ a w a l a f i r q ɑ t ɪ n m u s i q ɪ j a t ɪ n  ʔ a f r ɑ d u h ɑ m i n a l ʔ ɑ t f ɑ l i l m a r dˤ ɑ l m o̞ q ɪ m i n a b i l m u s t a ʃ f ɑ 
arabic_speech_corpus/wav/ARA NORM  1672.wav,sil z a' s b a r a sil w a t a z a' ss a r a sil w a t i0 z A S uu0' z i1 n sil w a s a' zz i1 n sil t a s a' rr u0 z a sil, z a s b a r a  w a t a z a s a r a  w a t i z ɑ sˤ u z ɪ n  w a s a z ɪ n  t a s a r u z a 
arabic_speech_corpus/wav/ARA NORM  0728.wav,sil t a hh AA S A' ww a r a sil w a t a hh AA' S A r a sil w a t u0 hh AA' S A sil t A S A' hh a sil, t a h ɑ sˤ ɑ w a r a  w a t a h ɑ sˤ ɑ r a  w a t u h ɑ sˤ ɑ  t ɑ sˤ ɑ h a 
arabic_speech_corpus/wav/ARA NORM  1028.wav,sil m aa' * aa' l a t j u0 m h uu0 r ii0' y a t u0 l b uu0' s n a w a l h i0' r s i1 k t u0 E aa' n i0 m i0' n m u0 $ k i0 l aa' t i1 n s i0 y aa s ii0' y a t i1 n h a y k a l ii0' y a t i1 n sil w a t a r a' dd ii0 < a l < I0 q t I0 S AA' d i0 b i0 s a' b a b i0 l w A' D E i0 l < i0 d aa r ii0' y i0 l m u0 E A' qq A d i0 sil w a l f a s aa' d i0 sil, m ɑ ð ɑ l a t ʒ u m h u r i j a t u l b u s n a w a l h i r s ɪ k t u ʕ ɑ n i m i n m u ʃ k i l ɑ t ɪ n s i j ɑ s i j a t ɪ n h a j k a l i j a t ɪ n  w a t a r a d i ʔ a l ʔ i q t i sˤ ɑ d i b i s a b a b i l w ɑ dˤ ʕ i l ʔ i d ɑ r i j i l m u ʕ ɑ q ɑ d i  w a l f a s ɑ d i 
arabic_speech_corpus/wav/ARA NORM  1646.wav,sil x A' s b a r a sil w a t a x A' ss a r a sil w a t i0 x A S uu0' x I1 n sil w a s a' xx I1 n sil t a s a' rr u0 x A sil, x ɑ s b a r a  w a t a x ɑ s a r a  w a t i x ɑ sˤ u x ɪ n  w a s a x ɪ n  t a s a r u x ɑ 
arabic_speech_corpus/wav/ARA NORM  1466.wav,sil r U0' S b a r a sil w a t a r U0' SS A r a sil w a t u0 r U0' S A r u1 n sil w a s a' rr u1 n sil t A S A' rr u0 r u0 sil, r o̞ sˤ b a r a  w a t a r o̞ sˤ ɑ r a  w a t u r o̞ sˤ ɑ r o̞ n  w a s a r o̞ n  t ɑ sˤ ɑ r u r u 
arabic_speech_corpus/wav/ARA NORM  0858.wav,sil T A y S b a r a sil w a t A T A y SS A r a sil w a t U0 T A' y S A T U1 n sil w a s A' TT U1 n sil t A S A rr U0 T A ii0 sil, t ɑ j sˤ b a r a  w a t ɑ t ɑ j sˤ ɑ r a  w a t o̞ t ɑ j sˤ ɑ t o̞ n  w a s ɑ t o̞ n  t ɑ sˤ ɑ r o̞ t ɑ i 
arabic_speech_corpus/wav/ARA NORM  0499.wav,sil w a y a' H Z AA f a' nn u0 nn a' H t i0 b i0 h t i0 m aa' m i1 n w aa' s i0 E i1 n sil m i0' n q I0' b a l i0 ss a n i0 g AA l ii0 y ii0' n a sil, w a j a ħ ðˤ ɑ f a n u n a ħ t i b i h t i m ɑ m ɪ n w ɑ s i ʕ ɪ n  m i n q i b a l i s a n i ɣ ɑ l i j i n a 
arabic_speech_corpus/wav/ARA NORM  1372.wav,sil t a ll a w s a' ww a r a sil w a t a ll a' w s a r a sil w a t u0 ll a' w s a sil t a s i0 ll a uu0 sil, t a l a w s a w a r a  w a t a l a w s a r a  w a t u l a w s a  t a s i l a u 
arabic_speech_corpus/wav/ARA NORM  1420.wav,sil t I0' S b a r a sil w a t a t I0' SS A r a sil w a t u0 t I0' S A t u1 n sil w a s a' tt u1 n sil t A S A' rr u0 t i0 sil, t i sˤ b a r a  w a t a t i sˤ ɑ r a  w a t u t i sˤ ɑ t o̞ n  w a s a t o̞ n  t ɑ sˤ ɑ r u t i 
arabic_speech_corpus/wav/ARA NORM  0540.wav,sil x AA' SS A t A n < i0' * aa m aa' w A' S A l a t < a tt I0 q n ii0' y a t u0 < i0' l aa m a r H a' l a t i1 n sil t a m t a' l i0 k u0 f ii0' h aa l < aa l aa' t u0 sil E U0 q UU0' l a n x AA' SS A t A n b i0' h a t u0 m a kk i0' n u0 h aa m i0' n a tt a f k ii0' r i0 sil, x ɑ sˤ ɑ t ɑ n ʔ i ð ɑ m ɑ w ɑ sˤ ɑ l a t ʔ a t i q n i j a t u ʔ i l ɑ m a r ħ a l a t ɪ n  t a m t a l i k u f i h ɑ l ʔ ɑ l ɑ t u  ʕ o̞ q u l a n x ɑ sˤ ɑ t ɑ n b i h a t u m a k i n u h ɑ m i n a t a f k i r i 
arabic_speech_corpus/wav/ARA NORM  0259.wav,sil y a t a H a ll A q UU0' n a f ii0' H a l A q AA' t i1 n H a' w l a l k a r aa' s ii0 < a l E i0 l m ii0' y a t i0 l m u0 t a x A SS I0' S A t I0 sil, j a t a ħ a l ɑ q u n a f i ħ a l ɑ q ɑ t ɪ n ħ a w l a l k a r ɑ s i ʔ a l ʕ i l m i j a t i l m u t a x ɑ sˤ i sˤ ɑ t i 
arabic_speech_corpus/wav/ARA NORM  1500.wav,sil S II0' S b a r a sil w a t A S II0' SS A r a sil w a t U0 S II0' S A S U1 n sil w a s A' SS U1 n sil t A S A' rr U0 S i0 sil, sˤ ɪ sˤ b a r a  w a t ɑ sˤ ɪ sˤ ɑ r a  w a t o̞ sˤ ɪ sˤ ɑ sˤ o̞ n  w a s ɑ sˤ o̞ n  t ɑ sˤ ɑ r o̞ sˤ i 
arabic_speech_corpus/wav/ARA NORM  1024.wav,sil y u0 E a' dd u0 m u0 H a' mm a d < a' s a d n a m a' w * a j a n f a r ii0' d a n y U0 q A' rr i0 b u0 ^^ A q AA f aa' t i0 w a l H A D AA r aa' t i0 sil, j u ʕ a d u m u ħ a m a d ʔ a s a d n a m a w ð a ʒ a n f a r i d a n j o̞ q ɑ r i b u θ ɑ q ɑ f ɑ t i w a l ħ ɑ dˤ ɑ r ɑ t i 
arabic_speech_corpus/wav/ARA NORM  1729.wav,sil E ii0' s b a r a sil w a t a E ii0' ss a r a sil w a t i0 E II0 S uu0' E i1 n sil w a s a' EE i1 n sil t a s a' rr u0 E ii0 sil, ʕ i s b a r a  w a t a ʕ i s a r a  w a t i ʕ ɪ sˤ u ʕ ɪ n  w a s a ʕ ɪ n  t a s a r u ʕ i 
arabic_speech_corpus/wav/ARA NORM  0771.wav,sil t a ** u0 s a' ww a r a sil w a t a ** u0' s a r a sil w a t u0' ** u0 s a sil t a s i0' ** u0 sil, t a ð u s a w a r a  w a t a ð u s a r a  w a t u ð u s a  t a s i ð u 
arabic_speech_corpus/wav/ARA NORM  1187.wav,sil t A DD AA S A' ww a r a sil w a t A DD AA' S A r a sil w a t U0 DD AA' S A sil t A S A' DD AA sil, t ɑ dˤ ɑ sˤ ɑ w a r a  w a t ɑ dˤ ɑ sˤ ɑ r a  w a t o̞ dˤ ɑ sˤ ɑ  t ɑ sˤ ɑ dˤ ɑ 
arabic_speech_corpus/wav/ARA NORM  0234.wav,sil n a' H n u0 n u0' b h i0 j u0 nn aa' s a sil, n a ħ n u n u b h i ʒ u n ɑ s a 
arabic_speech_corpus/wav/ARA NORM  1129.wav,sil t a HH a y S A' ww a r a sil w a t a HH a' y S A r a sil w a t u0 HH a' y S A sil t A S A HH a ii0 sil, t a ħ a j sˤ ɑ w a r a  w a t a ħ a j sˤ ɑ r a  w a t u ħ a j sˤ ɑ  t ɑ sˤ ɑ ħ a i 
arabic_speech_corpus/wav/ARA NORM  0833.wav,sil t a mm i0 s a' ww a r a sil w a t a mm i0' s a r a sil w a t u0' mm i0 s a sil t a s i0' mm i0 sil, t a m i s a w a r a  w a t a m i s a r a  w a t u m i s a  t a s i m i 
arabic_speech_corpus/wav/ARA NORM  1221.wav,sil t a gg UU0 S A' ww a r a sil w a t a gg UU0' S A r a sil w a t u0 gg UU0' S A sil t A S A' gg uu0 sil, t a ɣ u sˤ ɑ w a r a  w a t a ɣ u sˤ ɑ r a  w a t u ɣ u sˤ ɑ  t ɑ sˤ ɑ ɣ u 
arabic_speech_corpus/wav/ARA NORM  0631.wav,sil w A q A' dd a m a t < a l E aa < i0' l a t u0 h aa' * i0 h i0 l w a ^ ii0' q A t A sil < a l < u0 s b uu0' E a l m AA' D I0 y a < i0' l aa m a H k a' m a t i0 m a t h aa' t aa sil j a n uu0' b u0 sil f ii0' < I0 T AA' r i0 q A D II0' y a t i0 n A' q l i0 r u0 f aa' t i0 < a w l aa' d i0 m aa n d ii0' ll a sil l i0 < i0 E aa' d a t i0 d a' f n i0 h a sil, w ɑ q ɑ d a m a t ʔ a l ʕ ɑ ʔ i l a t u h ɑ ð i h i l w a θ i q ɑ t ɑ  ʔ a l ʔ u s b u ʕ a l m ɑ dˤ i j a ʔ i l ɑ m a ħ k a m a t i m a t h ɑ t ɑ  ʒ a n u b u  f i ʔ i t ɑ r i q ɑ dˤ ɪ j a t i n ɑ q l i r u f ɑ t i ʔ a w l ɑ d i m ɑ n d i l a  l i ʔ i ʕ ɑ d a t i d a f n i h a 
arabic_speech_corpus/wav/ARA NORM  1553.wav,sil k UU0' S b a r a sil w a t a k UU0' SS A r a sil w a t u0 k UU0' S A k u1 n sil w a s a' kk u1 n sil t A S A' rr u0 k u0 sil, k u sˤ b a r a  w a t a k u sˤ ɑ r a  w a t u k u sˤ ɑ k o̞ n  w a s a k o̞ n  t ɑ sˤ ɑ r u k u 
arabic_speech_corpus/wav/ARA NORM  0848.wav,sil j AA' S b a r a sil w a t a j AA' SS A r a sil w a t u0 j AA' S A j u1 n sil w a s a' jj u1 n sil t A S A' rr u0 j a sil, ʒ ɑ sˤ b a r a  w a t a ʒ ɑ sˤ ɑ r a  w a t u ʒ ɑ sˤ ɑ ʒ o̞ n  w a s a ʒ o̞ n  t ɑ sˤ ɑ r u ʒ a 
arabic_speech_corpus/wav/ARA NORM  0615.wav,sil w a y u0 s aa' E i0 d u0 $$ a' m E u0 E a' l a < I0 D f aa' < i0 T A b A' q A t I1 n r A q II0' q A t I1 n l aa m i0' E a t i1 n sil E a' l a ^^ a m a' r a t i0 w a y a H m ii0' h aa m i0' n a jj a f aa' f i0 sil, w a j u s ɑ ʕ i d u ʃ a m ʕ u ʕ a l a ʔ i dˤ f ɑ ʔ i t ɑ b ɑ q ɑ t ɪ n r ɑ q ɪ q ɑ t ɪ n l ɑ m i ʕ a t ɪ n  ʕ a l a θ a m a r a t i w a j a ħ m i h ɑ m i n a ʒ a f ɑ f i 
arabic_speech_corpus/wav/ARA NORM  0795.wav,sil t A TT ii0 s a' ww a r a sil w a t A TT ii0' s a r a sil w a t U0 TT ii0' s a sil t a s I0' TT ii0 sil, t ɑ t i s a w a r a  w a t ɑ t i s a r a  w a t o̞ t i s a  t a s i t i 
arabic_speech_corpus/wav/ARA NORM  0474.wav,sil < a' E l a n a n aa' d ii0 b a r $ a l uu0' n a t a l y a' w m a q U0 b a' y l a m a w q I0 E a' t i0 h i0 l H aa s i0' m a t i0 sil m a' E D A' y f i0 h i0 sil < a t l ii0' t i0 k u0 m a d r ii0' d sil g A' d a n f i0 l m a r H a' l a t i0 l x I0 t aa m ii0' y a t i0 sil m i0' n a dd a w r ii0' y i0 l < i0 s b aa n ii0' y i0 sil t a w A SS U0' l a h u0 < i0' l a tt i0 f AA' q I1 n m a' E n a' j m i0 h i0 l < a r j a n t ii0 n ii0' y i0 sil l i0 y uu0 n ii0' l m i0' ss i0 sil m i0' n < a' j l i0 t a w q II0' E i0 E A' q d i1 n j a d ii0' d i1 n sil s a y a j E a' l u0 h u0 l < a' E l aa r aa' t i0 b a n f i0 l E aa' l a m i0 sil, ʔ a ʕ l a n a n ɑ d i b a r ʃ a l u n a t a l j a w m a q o̞ b a j l a m a w q i ʕ a t i h i l ħ ɑ s i m a t i  m a ʕ dˤ ɑ j f i h i  ʔ a t l i t i k u m a d r i d  ɣ ɑ d a n f i l m a r ħ a l a t i l x i t ɑ m i j a t i  m i n a d a w r i j i l ʔ i s b ɑ n i j i  t a w ɑ sˤ o̞ l a h u ʔ i l a t i f ɑ q ɪ n m a ʕ n a ʒ m i h i l ʔ a r ʒ a n t i n i j i  l i j u n i l m i s i  m i n ʔ a ʒ l i t a w q ɪ ʕ i ʕ ɑ q d ɪ n ʒ a d i d ɪ n  s a j a ʒ ʕ a l u h u l ʔ a ʕ l ɑ r ɑ t i b a n f i l ʕ ɑ l a m i 
arabic_speech_corpus/wav/ARA NORM  1416.wav,sil b a y S b a r a sil w a t a b a y SS A r a sil w a t u0 b a' y S A b u1 n sil w a s a' bb u1 n sil t A S A rr u0 b a ii0 sil, b a j sˤ b a r a  w a t a b a j sˤ ɑ r a  w a t u b a j sˤ ɑ b o̞ n  w a s a b o̞ n  t ɑ sˤ ɑ r u b a i 
